,encoding-dim,num-epochs,batch-size,lr,Accuracy
560,25,30,64,0.001,0.7219387755102041
561,25,10,64,0.0001,0.6752040816326531
562,25,20,64,0.0001,0.6736734693877551
563,25,30,64,0.0001,0.6739795918367347
564,25,10,64,1e-05,0.6693877551020408
565,25,20,64,1e-05,0.671734693877551
566,25,30,64,1e-05,0.6724489795918367
567,25,10,128,0.001,0.6695918367346939
568,25,20,128,0.001,0.669795918367347
569,25,30,128,0.001,0.6738775510204081
570,25,10,128,0.0001,0.6703061224489796
571,25,20,128,0.0001,0.6713265306122449
572,25,30,128,0.0001,0.6723469387755102
573,25,10,128,1e-05,0.661530612244898
574,25,20,128,1e-05,0.6674489795918367
575,25,30,128,1e-05,0.6693877551020408
576,26,10,16,0.001,0.7007142857142857
577,26,20,16,0.001,0.7491836734693877
578,26,30,16,0.001,0.7106122448979592
579,26,10,16,0.0001,0.6712244897959184
580,26,20,16,0.0001,0.6996938775510204
581,26,30,16,0.0001,0.6862244897959183
582,26,10,16,1e-05,0.6716326530612244
583,26,20,16,1e-05,0.6714285714285714
584,26,30,16,1e-05,0.6719387755102041
585,26,10,32,0.001,0.7707142857142857
586,26,20,32,0.001,0.7139795918367347
587,26,30,32,0.001,0.6958163265306122
588,26,10,32,0.0001,0.6761224489795918
589,26,20,32,0.0001,0.7990816326530612
590,26,30,32,0.0001,0.7864285714285715
591,26,10,32,1e-05,0.6705102040816326
592,26,20,32,1e-05,0.671734693877551
593,26,30,32,1e-05,0.6716326530612244
594,26,10,64,0.001,0.6722448979591836
595,26,20,64,0.001,0.846530612244898
596,26,30,64,0.001,0.816530612244898
597,26,10,64,0.0001,0.6727551020408163
598,26,20,64,0.0001,0.6786734693877551
599,26,30,64,0.0001,0.7033673469387756
600,26,10,64,1e-05,0.6458163265306123
601,26,20,64,1e-05,0.6687755102040817
602,26,30,64,1e-05,0.6712244897959184
603,26,10,128,0.001,0.6688775510204081
604,26,20,128,0.001,0.6970408163265306
605,26,30,128,0.001,0.7157142857142857
606,26,10,128,0.0001,0.6701020408163265
607,26,20,128,0.0001,0.6704081632653062
608,26,30,128,0.0001,0.671530612244898
609,26,10,128,1e-05,0.6520408163265307
610,26,20,128,1e-05,0.6645918367346939
611,26,30,128,1e-05,0.6690816326530612
612,27,10,16,0.001,0.6738775510204081
613,27,20,16,0.001,0.8089795918367347
614,27,30,16,0.001,0.7940816326530612
615,27,10,16,0.0001,0.6725510204081633
616,27,20,16,0.0001,0.6733673469387755
617,27,30,16,0.0001,0.6828571428571428
618,27,10,16,1e-05,0.671734693877551
619,27,20,16,1e-05,0.6714285714285714
620,27,30,16,1e-05,0.671530612244898
621,27,10,32,0.001,0.6718367346938775
622,27,20,32,0.001,0.6714285714285714
623,27,30,32,0.001,0.688265306122449
624,27,10,32,0.0001,0.6764285714285714
625,27,20,32,0.0001,0.6735714285714286
626,27,30,32,0.0001,0.6729591836734694
627,27,10,32,1e-05,0.671734693877551
628,27,20,32,1e-05,0.6713265306122449
629,27,30,32,1e-05,0.6714285714285714
630,27,10,64,0.001,0.6713265306122449
631,27,20,64,0.001,0.7153061224489796
632,27,30,64,0.001,0.7709183673469387
633,27,10,64,0.0001,0.6739795918367347
634,27,20,64,0.0001,0.6742857142857143
635,27,30,64,0.0001,0.6743877551020409
636,27,10,64,1e-05,0.6637755102040817
637,27,20,64,1e-05,0.6682653061224489
638,27,30,64,1e-05,0.6694897959183673
639,27,10,128,0.001,0.6705102040816326
640,27,20,128,0.001,0.6729591836734694
641,27,30,128,0.001,0.6721428571428572
642,27,10,128,0.0001,0.6720408163265306
643,27,20,128,0.0001,0.6730612244897959
644,27,30,128,0.0001,0.6759183673469388
645,27,10,128,1e-05,0.6605102040816326
646,27,20,128,1e-05,0.663469387755102
647,27,30,128,1e-05,0.6670408163265306
648,28,10,16,0.001,0.6712244897959184
649,28,20,16,0.001,0.6757142857142857
650,28,30,16,0.001,0.6691836734693878
651,28,10,16,0.0001,0.676530612244898
652,28,20,16,0.0001,0.6789795918367347
653,28,30,16,0.0001,0.6980612244897959
654,28,10,16,1e-05,0.6724489795918367
655,28,20,16,1e-05,0.6722448979591836
656,28,30,16,1e-05,0.6724489795918367
657,28,10,32,0.001,0.6958163265306122
658,28,20,32,0.001,0.7054081632653061
659,28,30,32,0.001,0.8156122448979591
660,28,10,32,0.0001,0.6737755102040817
661,28,20,32,0.0001,0.6739795918367347
662,28,30,32,0.0001,0.673265306122449
663,28,10,32,1e-05,0.6709183673469388
664,28,20,32,1e-05,0.6720408163265306
665,28,30,32,1e-05,0.6720408163265306
666,28,10,64,0.001,0.6735714285714286
667,28,20,64,0.001,0.7713265306122449
668,28,30,64,0.001,0.7769387755102041
669,28,10,64,0.0001,0.6731632653061225
670,28,20,64,0.0001,0.673265306122449
671,28,30,64,0.0001,0.6733673469387755
672,28,10,64,1e-05,0.6587755102040816
673,28,20,64,1e-05,0.6708163265306123
674,28,30,64,1e-05,0.6713265306122449
675,28,10,128,0.001,0.6683673469387755
676,28,20,128,0.001,0.6887755102040817
677,28,30,128,0.001,0.6794897959183673
678,28,10,128,0.0001,0.6725510204081633
679,28,20,128,0.0001,0.6745918367346939
680,28,30,128,0.0001,0.6770408163265306
681,28,10,128,1e-05,0.6528571428571428
682,28,20,128,1e-05,0.6608163265306123
683,28,30,128,1e-05,0.666530612244898
684,29,10,16,0.001,0.6722448979591836
685,29,20,16,0.001,0.7770408163265307
686,29,30,16,0.001,0.7940816326530612
687,29,10,16,0.0001,0.7181632653061224
688,29,20,16,0.0001,0.7401020408163266
689,29,30,16,0.0001,0.7778571428571428
690,29,10,16,1e-05,0.6723469387755102
691,29,20,16,1e-05,0.6721428571428572
692,29,30,16,1e-05,0.6714285714285714
693,29,10,32,0.001,0.6694897959183673
694,29,20,32,0.001,0.6751020408163265
695,29,30,32,0.001,0.791734693877551
696,29,10,32,0.0001,0.6722448979591836
697,29,20,32,0.0001,0.6868367346938775
698,29,30,32,0.0001,0.7020408163265306
699,29,10,32,1e-05,0.6727551020408163
700,29,20,32,1e-05,0.6738775510204081
701,29,30,32,1e-05,0.673265306122449
702,29,10,64,0.001,0.6695918367346939
703,29,20,64,0.001,0.7572448979591837
704,29,30,64,0.001,0.7043877551020408
705,29,10,64,0.0001,0.6706122448979592
706,29,20,64,0.0001,0.6716326530612244
707,29,30,64,0.0001,0.6790816326530612
708,29,10,64,1e-05,0.6688775510204081
709,29,20,64,1e-05,0.671530612244898
710,29,30,64,1e-05,0.6728571428571428
711,29,10,128,0.001,0.669795918367347
712,29,20,128,0.001,0.6970408163265306
713,29,30,128,0.001,0.6825510204081633
714,29,10,128,0.0001,0.6736734693877551
715,29,20,128,0.0001,0.6742857142857143
716,29,30,128,0.0001,0.6753061224489796
717,29,10,128,1e-05,0.6576530612244897
718,29,20,128,1e-05,0.6653061224489796
719,29,30,128,1e-05,0.67
720,30,10,16,0.001,0.6705102040816326
721,30,20,16,0.001,0.7795918367346939
722,30,30,16,0.001,0.7239795918367347
723,30,10,16,0.0001,0.6736734693877551
724,30,20,16,0.0001,0.7508163265306123
725,30,30,16,0.0001,0.7174489795918367
726,30,10,16,1e-05,0.6720408163265306
727,30,20,16,1e-05,0.6722448979591836
728,30,30,16,1e-05,0.6724489795918367
729,30,10,32,0.001,0.808265306122449
730,30,20,32,0.001,0.8062244897959183
731,30,30,32,0.001,0.8010204081632653
732,30,10,32,0.0001,0.6723469387755102
733,30,20,32,0.0001,0.6716326530612244
734,30,30,32,0.0001,0.6711224489795918
735,30,10,32,1e-05,0.6651020408163265
736,30,20,32,1e-05,0.6704081632653062
737,30,30,32,1e-05,0.6702040816326531
738,30,10,64,0.001,0.6703061224489796
739,30,20,64,0.001,0.7409183673469387
740,30,30,64,0.001,0.6858163265306122
741,30,10,64,0.0001,0.6726530612244898
742,30,20,64,0.0001,0.6736734693877551
743,30,30,64,0.0001,0.6754081632653062
744,30,10,64,1e-05,0.6494897959183673
745,30,20,64,1e-05,0.6678571428571428
746,30,30,64,1e-05,0.6695918367346939
747,30,10,128,0.001,0.6714285714285714
748,30,20,128,0.001,0.6713265306122449
749,30,30,128,0.001,0.6968367346938775
750,30,10,128,0.0001,0.6712244897959184
751,30,20,128,0.0001,0.671530612244898
752,30,30,128,0.0001,0.6721428571428572
753,30,10,128,1e-05,0.6609183673469388
754,30,20,128,1e-05,0.6646938775510204
755,30,30,128,1e-05,0.6685714285714286
756,31,10,16,0.001,0.6704081632653062
757,31,20,16,0.001,0.6707142857142857
758,31,30,16,0.001,0.6959183673469388
759,31,10,16,0.0001,0.6774489795918367
760,31,20,16,0.0001,0.8286734693877551
761,31,30,16,0.0001,0.799795918367347
762,31,10,16,1e-05,0.6721428571428572
763,31,20,16,1e-05,0.6729591836734694
764,31,30,16,1e-05,0.6752040816326531
765,31,10,32,0.001,0.7206122448979592
766,31,20,32,0.001,0.7335714285714285
767,31,30,32,0.001,0.7862244897959184
768,31,10,32,0.0001,0.6738775510204081
769,31,20,32,0.0001,0.6735714285714286
770,31,30,32,0.0001,0.6728571428571428
771,31,10,32,1e-05,0.6727551020408163
772,31,20,32,1e-05,0.6744897959183673
773,31,30,32,1e-05,0.6753061224489796
774,31,10,64,0.001,0.6705102040816326
775,31,20,64,0.001,0.6741836734693878
776,31,30,64,0.001,0.8545918367346939
777,31,10,64,0.0001,0.6775510204081633
778,31,20,64,0.0001,0.7083673469387755
779,31,30,64,0.0001,0.75
780,31,10,64,1e-05,0.6664285714285715
781,31,20,64,1e-05,0.6712244897959184
782,31,30,64,1e-05,0.6721428571428572
783,31,10,128,0.001,0.6692857142857143
784,31,20,128,0.001,0.6707142857142857
785,31,30,128,0.001,0.6736734693877551
786,31,10,128,0.0001,0.6714285714285714
787,31,20,128,0.0001,0.6712244897959184
788,31,30,128,0.0001,0.6712244897959184
789,31,10,128,1e-05,0.6570408163265307
790,31,20,128,1e-05,0.661734693877551
791,31,30,128,1e-05,0.6685714285714286
792,32,10,16,0.001,0.728265306122449
793,32,20,16,0.001,0.7466326530612245
794,32,30,16,0.001,0.7547959183673469
795,32,10,16,0.0001,0.6788775510204081
796,32,20,16,0.0001,0.7359183673469388
797,32,30,16,0.0001,0.7334693877551021
798,32,10,16,1e-05,0.6726530612244898
799,32,20,16,1e-05,0.673265306122449
800,32,30,16,1e-05,0.6737755102040817
801,32,10,32,0.001,0.7412244897959184
802,32,20,32,0.001,0.679795918367347
803,32,30,32,0.001,0.6781632653061225
804,32,10,32,0.0001,0.6728571428571428
805,32,20,32,0.0001,0.679795918367347
806,32,30,32,0.0001,0.686530612244898
807,32,10,32,1e-05,0.6695918367346939
808,32,20,32,1e-05,0.6713265306122449
809,32,30,32,1e-05,0.6716326530612244
810,32,10,64,0.001,0.6705102040816326
811,32,20,64,0.001,0.6754081632653062
812,32,30,64,0.001,0.6892857142857143
813,32,10,64,0.0001,0.6728571428571428
814,32,20,64,0.0001,0.6746938775510204
815,32,30,64,0.0001,0.6820408163265306
816,32,10,64,1e-05,0.6587755102040816
817,32,20,64,1e-05,0.671530612244898
818,32,30,64,1e-05,0.6720408163265306
819,32,10,128,0.001,0.6690816326530612
820,32,20,128,0.001,0.7201020408163266
821,32,30,128,0.001,0.7162244897959184
822,32,10,128,0.0001,0.6724489795918367
823,32,20,128,0.0001,0.6730612244897959
824,32,30,128,0.0001,0.6738775510204081
825,32,10,128,1e-05,0.6462244897959184
826,32,20,128,1e-05,0.6581632653061225
827,32,30,128,1e-05,0.6672448979591836
828,33,10,16,0.001,0.7894897959183673
829,33,20,16,0.001,0.6944897959183673
830,33,30,16,0.001,0.6921428571428572
831,33,10,16,0.0001,0.6722448979591836
832,33,20,16,0.0001,0.6773469387755102
833,33,30,16,0.0001,0.6880612244897959
834,33,10,16,1e-05,0.6710204081632654
835,33,20,16,1e-05,0.6708163265306123
836,33,30,16,1e-05,0.6720408163265306
837,33,10,32,0.001,0.7857142857142857
838,33,20,32,0.001,0.8135714285714286
839,33,30,32,0.001,0.8022448979591836
840,33,10,32,0.0001,0.6726530612244898
841,33,20,32,0.0001,0.6745918367346939
842,33,30,32,0.0001,0.6943877551020409
843,33,10,32,1e-05,0.6718367346938775
844,33,20,32,1e-05,0.6719387755102041
845,33,30,32,1e-05,0.6713265306122449
846,33,10,64,0.001,0.6705102040816326
847,33,20,64,0.001,0.6988775510204082
848,33,30,64,0.001,0.7143877551020408
849,33,10,64,0.0001,0.6728571428571428
850,33,20,64,0.0001,0.6790816326530612
851,33,30,64,0.0001,0.7338775510204082
852,33,10,64,1e-05,0.6679591836734694
853,33,20,64,1e-05,0.6719387755102041
854,33,30,64,1e-05,0.6726530612244898
855,33,10,128,0.001,0.6713265306122449
856,33,20,128,0.001,0.7024489795918367
857,33,30,128,0.001,0.7210204081632653
858,33,10,128,0.0001,0.6714285714285714
859,33,20,128,0.0001,0.6707142857142857
860,33,30,128,0.0001,0.6720408163265306
861,33,10,128,1e-05,0.664795918367347
862,33,20,128,1e-05,0.6673469387755102
863,33,30,128,1e-05,0.6698979591836735
864,34,10,16,0.001,0.6718367346938775
865,34,20,16,0.001,0.6696938775510204
866,34,30,16,0.001,0.6663265306122449
867,34,10,16,0.0001,0.6735714285714286
868,34,20,16,0.0001,0.6987755102040817
869,34,30,16,0.0001,0.7180612244897959
870,34,10,16,1e-05,0.6710204081632654
871,34,20,16,1e-05,0.6710204081632654
872,34,30,16,1e-05,0.6714285714285714
873,34,10,32,0.001,0.6733673469387755
874,34,20,32,0.001,0.6738775510204081
875,34,30,32,0.001,0.6733673469387755
876,34,10,32,0.0001,0.6719387755102041
877,34,20,32,0.0001,0.671734693877551
878,34,30,32,0.0001,0.6733673469387755
879,34,10,32,1e-05,0.6720408163265306
880,34,20,32,1e-05,0.6731632653061225
881,34,30,32,1e-05,0.673469387755102
882,34,10,64,0.001,0.6706122448979592
883,34,20,64,0.001,0.6798979591836735
884,34,30,64,0.001,0.6866326530612245
885,34,10,64,0.0001,0.673469387755102
886,34,20,64,0.0001,0.6741836734693878
887,34,30,64,0.0001,0.6823469387755102
888,34,10,64,1e-05,0.6662244897959184
889,34,20,64,1e-05,0.6714285714285714
890,34,30,64,1e-05,0.671734693877551
891,34,10,128,0.001,0.6712244897959184
892,34,20,128,0.001,0.6970408163265306
893,34,30,128,0.001,0.8079591836734694
894,34,10,128,0.0001,0.6714285714285714
895,34,20,128,0.0001,0.6718367346938775
896,34,30,128,0.0001,0.6725510204081633
897,34,10,128,1e-05,0.6570408163265307
898,34,20,128,1e-05,0.6654081632653062
899,34,30,128,1e-05,0.6694897959183673
900,35,10,16,0.001,0.686734693877551
901,35,20,16,0.001,0.6839795918367347
902,35,30,16,0.001,0.6789795918367347
903,35,10,16,0.0001,0.674795918367347
904,35,20,16,0.0001,0.7878571428571428
905,35,30,16,0.0001,0.8001020408163265
906,35,10,16,1e-05,0.6713265306122449
907,35,20,16,1e-05,0.6727551020408163
908,35,30,16,1e-05,0.6739795918367347
909,35,10,32,0.001,0.6704081632653062
910,35,20,32,0.001,0.67
911,35,30,32,0.001,0.7046938775510204
912,35,10,32,0.0001,0.6719387755102041
913,35,20,32,0.0001,0.6883673469387755
914,35,30,32,0.0001,0.7276530612244898
915,35,10,32,1e-05,0.6706122448979592
916,35,20,32,1e-05,0.6714285714285714
917,35,30,32,1e-05,0.6714285714285714
918,35,10,64,0.001,0.6707142857142857
919,35,20,64,0.001,0.7243877551020408
920,35,30,64,0.001,0.8260204081632653
921,35,10,64,0.0001,0.671530612244898
922,35,20,64,0.0001,0.6716326530612244
923,35,30,64,0.0001,0.6725510204081633
924,35,10,64,1e-05,0.6552040816326531
925,35,20,64,1e-05,0.669795918367347
926,35,30,64,1e-05,0.6709183673469388
927,35,10,128,0.001,0.6705102040816326
928,35,20,128,0.001,0.6711224489795918
929,35,30,128,0.001,0.6713265306122449
930,35,10,128,0.0001,0.6726530612244898
931,35,20,128,0.0001,0.6736734693877551
932,35,30,128,0.0001,0.6757142857142857
933,35,10,128,1e-05,0.6643877551020408
934,35,20,128,1e-05,0.6690816326530612
935,35,30,128,1e-05,0.6702040816326531
936,36,10,16,0.001,0.8545918367346939
937,36,20,16,0.001,0.8606122448979592
938,36,30,16,0.001,0.8982653061224489
939,36,10,16,0.0001,0.7648979591836734
940,36,20,16,0.0001,0.804795918367347
941,36,30,16,0.0001,0.7616326530612245
942,36,10,16,1e-05,0.6712244897959184
943,36,20,16,1e-05,0.6713265306122449
944,36,30,16,1e-05,0.6714285714285714
945,36,10,32,0.001,0.7452040816326531
946,36,20,32,0.001,0.7370408163265306
947,36,30,32,0.001,0.6940816326530612
948,36,10,32,0.0001,0.6853061224489796
949,36,20,32,0.0001,0.7041836734693877
950,36,30,32,0.0001,0.7066326530612245
951,36,10,32,1e-05,0.669795918367347
952,36,20,32,1e-05,0.671734693877551
953,36,30,32,1e-05,0.6720408163265306
954,36,10,64,0.001,0.6694897959183673
955,36,20,64,0.001,0.7604081632653061
956,36,30,64,0.001,0.796734693877551
957,36,10,64,0.0001,0.6743877551020409
958,36,20,64,0.0001,0.6859183673469388
959,36,30,64,0.0001,0.7221428571428572
960,36,10,64,1e-05,0.6693877551020408
961,36,20,64,1e-05,0.6721428571428572
962,36,30,64,1e-05,0.6727551020408163
963,36,10,128,0.001,0.6708163265306123
964,36,20,128,0.001,0.693469387755102
965,36,30,128,0.001,0.7016326530612245
966,36,10,128,0.0001,0.6726530612244898
967,36,20,128,0.0001,0.6720408163265306
968,36,30,128,0.0001,0.6722448979591836
969,36,10,128,1e-05,0.6677551020408163
970,36,20,128,1e-05,0.6708163265306123
971,36,30,128,1e-05,0.6718367346938775
972,37,10,16,0.001,0.7145918367346938
973,37,20,16,0.001,0.7626530612244898
974,37,30,16,0.001,0.7878571428571428
975,37,10,16,0.0001,0.6764285714285714
976,37,20,16,0.0001,0.6763265306122449
977,37,30,16,0.0001,0.6869387755102041
978,37,10,16,1e-05,0.6728571428571428
979,37,20,16,1e-05,0.6756122448979592
980,37,30,16,1e-05,0.6811224489795918
981,37,10,32,0.001,0.7926530612244898
982,37,20,32,0.001,0.6924489795918367
983,37,30,32,0.001,0.718469387755102
984,37,10,32,0.0001,0.6733673469387755
985,37,20,32,0.0001,0.6787755102040817
986,37,30,32,0.0001,0.6731632653061225
987,37,10,32,1e-05,0.6712244897959184
988,37,20,32,1e-05,0.6730612244897959
989,37,30,32,1e-05,0.6735714285714286
990,37,10,64,0.001,0.6736734693877551
991,37,20,64,0.001,0.7488775510204082
992,37,30,64,0.001,0.7292857142857143
993,37,10,64,0.0001,0.6712244897959184
994,37,20,64,0.0001,0.6731632653061225
995,37,30,64,0.0001,0.673469387755102
996,37,10,64,1e-05,0.6683673469387755
997,37,20,64,1e-05,0.6703061224489796
998,37,30,64,1e-05,0.6706122448979592
999,37,10,128,0.001,0.6720408163265306
1000,37,20,128,0.001,0.688265306122449
1001,37,30,128,0.001,0.7606122448979592
1002,37,10,128,0.0001,0.6710204081632654
1003,37,20,128,0.0001,0.6724489795918367
1004,37,30,128,0.0001,0.6731632653061225
1005,37,10,128,1e-05,0.6637755102040817
1006,37,20,128,1e-05,0.6670408163265306
1007,37,30,128,1e-05,0.6702040816326531
1008,38,10,16,0.001,0.6746938775510204
1009,38,20,16,0.001,0.7407142857142858
1010,38,30,16,0.001,0.79
1011,38,10,16,0.0001,0.6713265306122449
1012,38,20,16,0.0001,0.6809183673469388
1013,38,30,16,0.0001,0.6804081632653062
1014,38,10,16,1e-05,0.6722448979591836
1015,38,20,16,1e-05,0.673265306122449
1016,38,30,16,1e-05,0.6737755102040817
1017,38,10,32,0.001,0.671530612244898
1018,38,20,32,0.001,0.674795918367347
1019,38,30,32,0.001,0.825204081632653
1020,38,10,32,0.0001,0.673469387755102
1021,38,20,32,0.0001,0.7166326530612245
1022,38,30,32,0.0001,0.8051020408163265
1023,38,10,32,1e-05,0.6695918367346939
1024,38,20,32,1e-05,0.6701020408163265
1025,38,30,32,1e-05,0.6710204081632654
1026,38,10,64,0.001,0.6723469387755102
1027,38,20,64,0.001,0.6794897959183673
1028,38,30,64,0.001,0.6829591836734694
1029,38,10,64,0.0001,0.671734693877551
1030,38,20,64,0.0001,0.6719387755102041
1031,38,30,64,0.0001,0.6731632653061225
1032,38,10,64,1e-05,0.6590816326530612
1033,38,20,64,1e-05,0.6676530612244898
1034,38,30,64,1e-05,0.6702040816326531
1035,38,10,128,0.001,0.6707142857142857
1036,38,20,128,0.001,0.8467346938775511
1037,38,30,128,0.001,0.7895918367346939
1038,38,10,128,0.0001,0.6724489795918367
1039,38,20,128,0.0001,0.6730612244897959
1040,38,30,128,0.0001,0.6737755102040817
1041,38,10,128,1e-05,0.6519387755102041
1042,38,20,128,1e-05,0.6661224489795918
1043,38,30,128,1e-05,0.6706122448979592
1044,39,10,16,0.001,0.7537755102040816
1045,39,20,16,0.001,0.6710204081632654
1046,39,30,16,0.001,0.67
1047,39,10,16,0.0001,0.6726530612244898
1048,39,20,16,0.0001,0.6730612244897959
1049,39,30,16,0.0001,0.6758163265306123
1050,39,10,16,1e-05,0.6713265306122449
1051,39,20,16,1e-05,0.6718367346938775
1052,39,30,16,1e-05,0.676734693877551
1053,39,10,32,0.001,0.6713265306122449
1054,39,20,32,0.001,0.768673469387755
1055,39,30,32,0.001,0.8380612244897959
1056,39,10,32,0.0001,0.6730612244897959
1057,39,20,32,0.0001,0.6810204081632653
1058,39,30,32,0.0001,0.7197959183673469
1059,39,10,32,1e-05,0.6702040816326531
1060,39,20,32,1e-05,0.6716326530612244
1061,39,30,32,1e-05,0.6720408163265306
1062,39,10,64,0.001,0.7968367346938775
1063,39,20,64,0.001,0.7787755102040816
1064,39,30,64,0.001,0.7633673469387755
1065,39,10,64,0.0001,0.6777551020408163
1066,39,20,64,0.0001,0.6956122448979591
1067,39,30,64,0.0001,0.7058163265306122
1068,39,10,64,1e-05,0.6716326530612244
1069,39,20,64,1e-05,0.6735714285714286
1070,39,30,64,1e-05,0.6735714285714286
1071,39,10,128,0.001,0.6689795918367347
1072,39,20,128,0.001,0.7868367346938776
1073,39,30,128,0.001,0.8497959183673469
1074,39,10,128,0.0001,0.6728571428571428
1075,39,20,128,0.0001,0.6744897959183673
1076,39,30,128,0.0001,0.6775510204081633
1077,39,10,128,1e-05,0.6673469387755102
1078,39,20,128,1e-05,0.6705102040816326
1079,39,30,128,1e-05,0.6718367346938775
1080,40,10,16,0.001,0.6861224489795918
1081,40,20,16,0.001,0.6861224489795918
1082,40,30,16,0.001,0.7357142857142858
1083,40,10,16,0.0001,0.6729591836734694
1084,40,20,16,0.0001,0.678265306122449
1085,40,30,16,0.0001,0.6825510204081633
1086,40,10,16,1e-05,0.6733673469387755
1087,40,20,16,1e-05,0.6726530612244898
1088,40,30,16,1e-05,0.6724489795918367
1089,40,10,32,0.001,0.6970408163265306
1090,40,20,32,0.001,0.7056122448979592
1091,40,30,32,0.001,0.7138775510204082
1092,40,10,32,0.0001,0.6777551020408163
1093,40,20,32,0.0001,0.7259183673469388
1094,40,30,32,0.0001,0.8241836734693877
1095,40,10,32,1e-05,0.6716326530612244
1096,40,20,32,1e-05,0.6725510204081633
1097,40,30,32,1e-05,0.6727551020408163
1098,40,10,64,0.001,0.6704081632653062
1099,40,20,64,0.001,0.7211224489795919
1100,40,30,64,0.001,0.7186734693877551
1101,40,10,64,0.0001,0.6719387755102041
1102,40,20,64,0.0001,0.6731632653061225
1103,40,30,64,0.0001,0.673469387755102
1104,40,10,64,1e-05,0.6678571428571428
1105,40,20,64,1e-05,0.6713265306122449
1106,40,30,64,1e-05,0.6722448979591836
1107,40,10,128,0.001,0.6703061224489796
1108,40,20,128,0.001,0.7236734693877551
1109,40,30,128,0.001,0.6752040816326531
1110,40,10,128,0.0001,0.6721428571428572
1111,40,20,128,0.0001,0.6729591836734694
1112,40,30,128,0.0001,0.6738775510204081
1113,40,10,128,1e-05,0.6702040816326531
1114,40,20,128,1e-05,0.6710204081632654
1115,40,30,128,1e-05,0.6718367346938775
